"日期","收盘","开盘","高","低","交易量","涨跌幅"
"1998年9月16日","1,252.14","1,226.90","1,252.20","1,225.29","692.25M","1.79%"
"1998年9月15日","1,230.13","1,240.94","1,245.42","1,228.88","655.26M","-0.76%"
"1998年9月14日","1,239.61","1,219.32","1,239.77","1,214.44","702.16M","1.77%"
"1998年9月11日","1,218.01","1,214.83","1,225.14","1,206.61","624.03M","0.36%"
"1998年9月10日","1,213.67","1,194.88","1,219.80","1,194.12","694.60M","1.93%"
"1998年9月9日","1,190.68","1,165.66","1,190.74","1,162.47","496.37M","1.98%"
"1998年9月8日","1,167.60","1,181.07","1,185.10","1,166.66","370.10M","-0.91%"
"1998年9月7日","1,178.38","1,168.37","1,178.38","1,163.20","367.58M","1.28%"
"1998年9月4日","1,163.53","1,148.95","1,169.47","1,148.94","384.62M","1.42%"
"1998年9月3日","1,147.20","1,136.44","1,151.01","1,136.14","255.23M","0.91%"
"1998年9月2日","1,136.89","1,137.31","1,149.27","1,129.81","281.14M","-0.54%"
"1998年9月1日","1,143.12","1,142.50","1,163.17","1,123.63","422.79M","-0.62%"
"1998年8月31日","1,150.22","1,117.97","1,150.23","1,072.42","355.37M","1.81%"
"1998年8月28日","1,129.72","1,139.82","1,146.51","1,125.20","301.14M","-1.35%"
"1998年8月27日","1,145.22","1,152.36","1,154.69","1,142.17","311.97M","-1.30%"
"1998年8月26日","1,160.29","1,174.85","1,182.33","1,159.52","375.36M","-1.59%"
"1998年8月25日","1,179.07","1,174.41","1,179.11","1,159.39","458.51M","0.04%"
"1998年8月24日","1,178.55","1,178.55","1,190.88","1,166.14","493.72M","0.08%"
"1998年8月21日","1,177.62","1,149.62","1,178.74","1,141.51","487.23M","2.41%"
"1998年8月20日","1,149.91","1,128.75","1,149.96","1,113.86","442.51M","2.12%"
"1998年8月19日","1,126.08","1,072.74","1,126.08","1,072.72","419.54M","5.11%"
"1998年8月18日","1,071.30","1,054.18","1,094.38","1,043.02","371.52M","0.08%"
"1998年8月17日","1,070.41","1,152.67","1,152.67","1,068.66","374.91M","-8.36%"
"1998年8月14日","1,168.03","1,202.38","1,202.38","1,165.87","356.96M","-3.00%"
"1998年8月13日","1,204.18","1,193.37","1,205.86","1,185.57","330.38M","1.14%"
"1998年8月12日","1,190.55","1,204.36","1,207.72","1,158.79","392.79M","-1.42%"
"1998年8月11日","1,207.67","1,230.38","1,241.78","1,206.63","273.49M","-2.18%"
"1998年8月10日","1,234.58","1,262.01","1,262.03","1,227.47","322.62M","-2.87%"
"1998年8月7日","1,271.07","1,292.08","1,292.31","1,267.92","396.10M","-1.78%"
"1998年8月6日","1,294.16","1,310.30","1,312.60","1,292.39","301.67M","-1.02%"
"1998年8月5日","1,307.44","1,293.70","1,307.48","1,293.12","284.39M","1.08%"
"1998年8月4日","1,293.46","1,299.73","1,299.73","1,283.20","284.23M","-0.66%"
"1998年8月3日","1,302.10","1,315.13","1,315.47","1,299.93","311.24M","-1.13%"
"1998年7月31日","1,316.92","1,316.31","1,319.36","1,312.38","327.40M","0.12%"
"1998年7月30日","1,315.30","1,312.86","1,318.02","1,309.77","315.67M","0.26%"
"1998年7月29日","1,311.94","1,317.93","1,321.26","1,308.26","316.98M","-0.46%"
"1998年7月28日","1,317.95","1,321.63","1,324.27","1,313.20","266.56M","-0.30%"
"1998年7月27日","1,321.90","1,328.34","1,328.73","1,314.73","309.07M","-0.37%"
"1998年7月24日","1,326.82","1,317.85","1,330.49","1,317.85","340.75M","0.80%"
"1998年7月23日","1,316.27","1,299.22","1,316.29","1,299.15","283.42M","1.32%"
"1998年7月22日","1,299.15","1,312.23","1,312.37","1,295.61","287.62M","-1.06%"
"1998年7月21日","1,313.01","1,285.79","1,318.93","1,284.80","325.79M","2.02%"
"1998年7月20日","1,287.07","1,311.06","1,311.15","1,278.30","370.63M","-2.10%"
"1998年7月17日","1,314.71","1,325.88","1,330.82","1,311.75","409.91M","-0.82%"
"1998年7月16日","1,325.63","1,335.30","1,337.64","1,317.89","368.59M","-0.74%"
"1998年7月15日","1,335.47","1,332.41","1,341.64","1,326.32","-","-0.08%"
"1998年7月14日","1,336.56","1,360.61","1,361.19","1,334.71","-","-1.64%"
"1998年7月13日","1,358.81","1,362.69","1,363.00","1,352.16","370.42M","-0.13%"
"1998年7月10日","1,360.62","1,344.75","1,360.64","1,344.63","356.86M","1.29%"
"1998年7月9日","1,343.23","1,341.35","1,344.43","1,336.66","293.29M","0.32%"
"1998年7月8日","1,338.98","1,326.82","1,339.16","1,326.62","272.63M","1.10%"
"1998年7月7日","1,324.40","1,313.65","1,324.40","1,307.91","270.18M","0.69%"
"1998年7月6日","1,315.28","1,339.26","1,339.68","1,313.28","381.00M","-1.49%"
"1998年7月3日","1,335.12","1,335.84","1,341.73","1,327.80","346.81M","0.26%"
"1998年7月2日","1,331.65","1,314.10","1,331.65","1,297.00","371.90M","1.16%"
"1998年7月1日","1,316.44","1,363.27","1,367.15","1,315.18","402.25M","-1.70%"
"1998年6月30日","1,339.20","1,360.62","1,363.59","1,335.21","300.15M","-1.63%"
"1998年6月29日","1,361.43","1,387.02","1,387.19","1,356.22","395.13M","-1.75%"
"1998年6月26日","1,385.62","1,383.29","1,388.55","1,376.41","430.80M","0.26%"
"1998年6月25日","1,382.04","1,402.95","1,404.05","1,377.18","413.67M","-1.41%"
"1998年6月24日","1,401.74","1,399.71","1,402.14","1,390.86","538.48M","0.27%"
"1998年6月23日","1,397.96","1,398.24","1,398.71","1,385.45","564.52M","-0.10%"
"1998年6月22日","1,399.36","1,400.47","1,401.51","1,392.06","568.85M","0.47%"
"1998年6月19日","1,392.88","1,376.19","1,392.88","1,376.19","464.20M","1.62%"
"1998年6月18日","1,370.68","1,352.23","1,372.12","1,352.23","384.66M","1.61%"
"1998年6月17日","1,348.94","1,349.00","1,356.66","1,344.44","391.42M","0.03%"
"1998年6月16日","1,348.59","1,362.59","1,362.59","1,323.53","482.18M","-1.23%"
"1998年6月15日","1,365.34","1,385.33","1,386.98","1,359.88","466.34M","-1.30%"
"1998年6月12日","1,383.39","1,373.11","1,383.47","1,365.08","462.55M","2.65%"
"1998年6月11日","1,347.68","1,367.56","1,371.15","1,346.07","360.30M","-1.51%"
"1998年6月10日","1,368.30","1,367.74","1,377.83","1,359.39","461.08M","-0.10%"
"1998年6月9日","1,369.65","1,400.35","1,400.35","1,357.46","594.92M","-2.43%"
"1998年6月8日","1,403.73","1,411.96","1,415.18","1,401.06","557.98M","-0.35%"
"1998年6月5日","1,408.61","1,404.08","1,414.36","1,390.63","655.63M","0.16%"
"1998年6月4日","1,406.30","1,420.99","1,422.98","1,402.75","633.31M","-0.96%"
"1998年6月3日","1,420.00","1,415.02","1,421.12","1,413.11","636.68M","0.49%"
"1998年6月2日","1,413.08","1,419.22","1,419.58","1,402.62","607.01M","-0.18%"
"1998年6月1日","1,415.58","1,418.35","1,420.55","1,411.06","837.85M","0.31%"
"1998年5月29日","1,411.21","1,402.67","1,411.35","1,402.02","790.25M","0.95%"
"1998年5月28日","1,397.89","1,402.85","1,405.58","1,392.90","698.59M","-0.12%"
"1998年5月27日","1,399.54","1,393.74","1,399.54","1,390.55","778.87M","0.66%"
"1998年5月26日","1,390.42","1,392.75","1,394.44","1,383.76","732.15M","0.08%"
"1998年5月25日","1,389.37","1,380.13","1,389.66","1,376.20","849.74M","0.98%"
"1998年5月22日","1,375.82","1,371.37","1,379.89","1,370.72","679.60M","0.67%"
"1998年5月21日","1,366.66","1,356.96","1,367.72","1,350.26","513.11M","0.68%"
"1998年5月20日","1,357.43","1,362.69","1,365.10","1,352.17","524.99M","-0.36%"
"1998年5月19日","1,362.29","1,370.67","1,372.87","1,355.54","433.19M","-0.43%"
"1998年5月18日","1,368.18","1,373.67","1,376.38","1,360.47","520.87M","0.01%"
"1998年5月15日","1,368.09","1,373.43","1,379.13","1,361.84","710.59M","0.07%"
"1998年5月14日","1,367.13","1,373.17","1,376.30","1,360.89","766.83M","-0.16%"
"1998年5月13日","1,369.26","1,351.18","1,369.30","1,351.00","761.88M","1.45%"
"1998年5月12日","1,349.65","1,358.96","1,360.06","1,342.73","625.38M","-0.37%"
"1998年5月11日","1,354.61","1,367.24","1,368.03","1,351.59","944.69M","-0.22%"
"1998年5月8日","1,357.60","1,324.74","1,357.60","1,324.72","708.92M","2.24%"
"1998年5月7日","1,327.87","1,348.89","1,352.55","1,326.65","668.81M","-1.52%"
"1998年5月6日","1,348.41","1,352.72","1,355.66","1,341.81","592.15M","-0.30%"
"1998年5月5日","1,352.52","1,355.05","1,356.06","1,346.59","528.34M","-0.03%"
"1998年5月4日","1,352.93","1,353.06","1,355.52","1,345.36","649.54M","0.71%"
"1998年4月30日","1,343.45","1,336.01","1,343.46","1,335.55","597.16M","0.82%"
"1998年4月29日","1,332.50","1,337.89","1,341.58","1,328.56","535.31M","-0.04%"
"1998年4月28日","1,332.99","1,315.35","1,333.09","1,315.33","610.78M","1.73%"
"1998年4月27日","1,310.38","1,314.35","1,318.80","1,303.48","624.59M","-0.36%"
"1998年4月24日","1,315.17","1,324.45","1,331.86","1,313.61","666.92M","-0.71%"
"1998年4月23日","1,324.56","1,337.49","1,340.25","1,321.04","673.99M","-0.57%"
"1998年4月22日","1,332.18","1,307.83","1,333.07","1,307.83","713.09M","2.07%"
"1998年4月21日","1,305.22","1,296.77","1,307.86","1,295.06","527.64M","0.71%"
"1998年4月20日","1,296.01","1,292.16","1,302.98","1,286.59","602.23M","-0.16%"
"1998年4月17日","1,298.11","1,311.54","1,311.73","1,291.08","671.88M","-1.38%"
"1998年4月16日","1,316.25","1,324.04","1,326.42","1,312.57","692.47M","-0.64%"
"1998年4月15日","1,324.71","1,314.16","1,324.71","1,314.07","646.94M","0.84%"
"1998年4月14日","1,313.72","1,318.27","1,320.91","1,304.38","587.11M","-0.38%"
"1998年4月13日","1,318.75","1,319.94","1,326.30","1,311.83","851.92M","0.55%"
"1998年4月10日","1,311.51","1,294.62","1,311.53","1,293.59","848.90M","1.10%"
"1998年4月9日","1,297.22","1,326.44","1,328.79","1,288.89","1.17B","-1.93%"
"1998年4月8日","1,322.79","1,303.41","1,322.83","1,302.41","1.08B","1.51%"
"1998年4月7日","1,303.14","1,308.56","1,310.29","1,296.54","757.84M","-0.25%"
"1998年4月6日","1,306.38","1,291.61","1,306.38","1,286.43","983.22M","1.58%"
"1998年4月3日","1,286.08","1,268.57","1,286.11","1,266.03","751.52M","1.34%"
"1998年4月2日","1,269.02","1,259.59","1,285.03","1,259.58","1.00B","1.12%"
"1998年4月1日","1,254.96","1,243.37","1,255.01","1,240.06","606.46M","0.96%"
"1998年3月31日","1,243.02","1,251.34","1,252.24","1,238.64","588.00M","-0.51%"
"1998年3月30日","1,249.43","1,230.94","1,249.44","1,228.30","706.22M","2.11%"
"1998年3月27日","1,223.57","1,189.41","1,223.93","1,188.86","668.42M","2.92%"
"1998年3月26日","1,188.87","1,191.00","1,193.82","1,186.22","440.25M","-0.22%"
"1998年3月25日","1,191.55","1,207.62","1,209.77","1,188.85","397.35M","-0.21%"
"1998年3月24日","1,194.02","1,180.09","1,194.06","1,179.97","324.27M","1.20%"
"1998年3月23日","1,179.87","1,186.56","1,186.86","1,178.04","332.82M","-0.64%"
"1998年3月20日","1,187.50","1,188.60","1,192.32","1,183.25","270.95M","-0.10%"
"1998年3月19日","1,188.71","1,192.40","1,195.83","1,184.87","328.34M","-0.44%"
"1998年3月18日","1,193.91","1,204.10","1,204.74","1,191.91","353.70M","-0.74%"
"1998年3月17日","1,202.84","1,193.67","1,202.84","1,193.24","359.09M","1.21%"
"1998年3月16日","1,188.48","1,186.19","1,188.62","1,179.44","293.53M","0.30%"
"1998年3月13日","1,184.96","1,177.82","1,184.96","1,176.01","225.38M","0.51%"
"1998年3月12日","1,178.97","1,187.54","1,188.28","1,175.55","239.44M","-0.93%"
"1998年3月11日","1,190.04","1,201.26","1,210.53","1,187.44","353.94M","-0.82%"
"1998年3月10日","1,199.83","1,199.62","1,205.83","1,186.55","285.35M","-0.08%"
"1998年3月9日","1,200.83","1,207.96","1,208.62","1,197.57","302.53M","-0.47%"
"1998年3月6日","1,206.45","1,208.75","1,208.98","1,202.12","301.36M","-0.09%"
"1998年3月5日","1,207.54","1,217.85","1,219.28","1,206.37","316.81M","-0.47%"
"1998年3月4日","1,213.25","1,204.94","1,214.00","1,201.25","348.80M","0.95%"
"1998年3月3日","1,201.79","1,186.52","1,201.80","1,185.30","345.78M","1.13%"
"1998年3月2日","1,188.31","1,196.74","1,205.75","1,182.61","463.61M","-1.51%"
"1998年2月27日","1,206.53","1,209.44","1,213.73","1,202.87","335.92M","-0.01%"
"1998年2月26日","1,206.67","1,193.00","1,206.67","1,189.52","295.98M","1.00%"
"1998年2月25日","1,194.67","1,208.52","1,209.49","1,191.75","325.53M","-1.12%"
"1998年2月24日","1,208.22","1,206.92","1,216.35","1,206.09","325.75M","-0.03%"
"1998年2月23日","1,208.60","1,217.86","1,217.86","1,195.89","363.21M","-1.42%"
"1998年2月20日","1,226.02","1,234.60","1,237.91","1,224.58","302.86M","-0.53%"
"1998年2月19日","1,232.58","1,229.81","1,235.49","1,223.93","321.47M","0.22%"
"1998年2月18日","1,229.83","1,239.63","1,240.18","1,225.50","451.12M","-0.70%"
"1998年2月17日","1,238.50","1,234.84","1,240.58","1,228.11","333.62M","0.18%"
"1998年2月16日","1,236.24","1,246.80","1,247.96","1,230.92","437.72M","-0.78%"
"1998年2月13日","1,245.91","1,246.73","1,251.91","1,241.82","394.50M","-0.03%"
"1998年2月12日","1,246.30","1,253.38","1,254.41","1,242.00","451.13M","-0.32%"
"1998年2月11日","1,250.24","1,234.18","1,251.45","1,233.53","430.19M","1.11%"
"1998年2月10日","1,236.51","1,248.60","1,248.60","1,233.70","496.35M","-0.92%"
"1998年2月9日","1,248.04","1,257.99","1,262.62","1,244.43","411.33M","2.05%"
"1998年1月23日","1,222.91","1,206.49","1,224.12","1,206.45","313.85M","1.53%"
"1998年1月22日","1,204.43","1,200.52","1,207.45","1,194.38","385.12M","0.35%"
"1998年1月21日","1,200.20","1,201.99","1,209.69","1,198.23","230.78M","-0.29%"
"1998年1月20日","1,203.71","1,211.28","1,215.57","1,195.38","287.77M","-0.78%"
"1998年1月19日","1,213.13","1,215.41","1,216.99","1,205.48","313.73M","-0.07%"
"1998年1月16日","1,213.96","1,215.82","1,220.97","1,207.92","375.04M","-0.12%"
"1998年1月15日","1,215.43","1,210.42","1,217.86","1,196.15","513.19M","1.10%"
"1998年1月14日","1,202.21","1,170.35","1,203.25","1,170.32","554.48M","2.96%"
"1998年1月13日","1,167.65","1,211.88","1,211.88","1,110.09","703.20M","-4.83%"
"1998年1月12日","1,226.97","1,242.21","1,246.65","1,226.40","566.99M","-1.04%"
"1998年1月9日","1,239.90","1,233.70","1,245.00","1,221.30","527.80M","0.22%"
"1998年1月8日","1,237.16","1,243.12","1,250.01","1,235.88","397.81M","-0.56%"
"1998年1月7日","1,244.07","1,233.96","1,244.10","1,231.15","553.91M","0.85%"
"1998年1月6日","1,233.62","1,223.73","1,233.63","1,215.41","503.68M","1.08%"
"1998年1月5日","1,220.47","1,200.95","1,220.49","1,200.22","430.50M","2.21%"
"1997年12月31日","1,194.10","1,182.25","1,195.05","1,182.25","303.66M","1.10%"
"1997年12月30日","1,181.14","1,186.14","1,193.62","1,179.56","273.75M","-0.46%"
"1997年12月29日","1,186.61","1,196.30","1,198.97","1,185.66","356.62M","-0.45%"
"1997年12月26日","1,191.92","1,187.75","1,194.24","1,186.53","413.65M","0.90%"
"1997年12月25日","1,181.28","1,170.56","1,181.48","1,169.99","350.86M","0.99%"
"1997年12月24日","1,169.66","1,171.73","1,173.54","1,164.86","312.27M","-0.14%"
"1997年12月23日","1,171.25","1,171.90","1,176.92","1,165.06","324.77M","0.19%"
"1997年12月22日","1,169.01","1,162.68","1,169.03","1,153.44","412.19M","0.71%"
"1997年12月19日","1,160.77","1,154.70","1,161.88","1,151.14","318.31M","0.57%"
"1997年12月18日","1,154.17","1,142.10","1,159.11","1,138.40","298.81M","0.67%"
"1997年12月17日","1,146.52","1,169.64","1,169.74","1,145.89","324.75M","-2.41%"
"1997年12月16日","1,174.80","1,170.46","1,174.81","1,165.60","325.82M","0.58%"
"1997年12月15日","1,168.03","1,155.72","1,168.06","1,155.60","300.03M","1.23%"
"1997年12月12日","1,153.84","1,160.22","1,165.81","1,153.43","237.58M","-0.46%"
"1997年12月11日","1,159.17","1,159.05","1,159.75","1,145.55","226.31M","0.11%"
"1997年12月10日","1,157.84","1,150.48","1,158.99","1,149.33","228.39M","0.84%"
"1997年12月9日","1,148.17","1,139.81","1,148.17","1,137.32","208.29M","0.78%"
"1997年12月8日","1,139.32","1,140.55","1,143.08","1,136.58","204.27M","0.27%"
"1997年12月5日","1,136.20","1,139.48","1,144.22","1,134.93","233.68M","0.03%"
"1997年12月4日","1,135.87","1,121.80","1,137.01","1,119.20","222.80M","1.19%"
"1997年12月3日","1,122.55","1,129.78","1,130.32","1,121.59","184.42M","-0.67%"
"1997年12月2日","1,130.17","1,133.59","1,139.60","1,128.50","180.13M","-0.26%"
"1997年12月1日","1,133.09","1,137.59","1,139.29","1,130.45","221.85M","-0.57%"
"1997年11月28日","1,139.63","1,117.57","1,139.64","1,114.43","256.41M","1.52%"
"1997年11月27日","1,122.52","1,141.77","1,141.97","1,120.52","238.30M","-1.86%"
"1997年11月26日","1,143.82","1,126.60","1,143.82","1,124.48","213.97M","1.63%"
"1997年11月25日","1,125.53","1,120.86","1,131.13","1,114.14","329.84M","0.05%"
"1997年11月24日","1,124.94","1,150.42","1,150.56","1,122.93","276.96M","-2.90%"
"1997年11月21日","1,158.56","1,168.97","1,169.11","1,152.01","276.19M","-1.18%"
"1997年11月20日","1,172.43","1,182.74","1,189.49","1,169.10","287.06M","-0.78%"
"1997年11月19日","1,181.63","1,185.10","1,191.96","1,175.78","224.79M","-0.15%"
"1997年11月18日","1,183.35","1,190.26","1,193.31","1,182.61","226.74M","-0.67%"
"1997年11月17日","1,191.33","1,210.68","1,213.23","1,190.43","252.57M","-0.54%"
"1997年11月14日","1,197.83","1,187.35","1,208.84","1,181.69","377.74M","1.08%"
"1997年11月13日","1,185.02","1,169.70","1,185.28","1,157.29","287.38M","0.92%"
"1997年11月12日","1,174.19","1,190.01","1,193.53","1,171.56","279.30M","-1.05%"
"1997年11月11日","1,186.63","1,183.42","1,187.74","1,168.48","284.57M","0.07%"
"1997年11月10日","1,185.78","1,199.37","1,202.58","1,178.63","389.02M","-0.78%"
"1997年11月7日","1,195.14","1,181.78","1,195.74","1,177.63","351.96M","1.19%"
"1997年11月6日","1,181.12","1,198.66","1,203.09","1,179.58","413.31M","-1.08%"
"1997年11月5日","1,194.04","1,186.10","1,194.67","1,179.35","482.54M","0.79%"
"1997年11月4日","1,184.70","1,180.87","1,190.47","1,180.87","227.16M","0.33%"
"1997年11月3日","1,180.85","1,181.16","1,185.07","1,176.55","241.00M","0.04%"
"1997年10月31日","1,180.39","1,164.91","1,181.51","1,158.74","284.88M","0.47%"
"1997年10月30日","1,174.85","1,189.27","1,207.97","1,173.65","454.76M","-0.78%"
"1997年10月29日","1,184.09","1,168.22","1,188.80","1,162.98","344.32M","0.52%"
"1997年10月28日","1,177.92","1,239.59","1,241.83","1,172.89","501.57M","-4.69%"
"1997年10月27日","1,235.83","1,183.65","1,235.94","1,183.65","628.82M","4.88%"
"1997年10月24日","1,178.31","1,172.88","1,179.81","1,164.06","353.13M","0.42%"
"1997年10月23日","1,173.36","1,178.98","1,186.07","1,170.23","397.88M","-0.35%"
"1997年10月22日","1,177.52","1,193.70","1,203.02","1,168.45","575.01M","-1.20%"
"1997年10月21日","1,191.87","1,190.49","1,192.34","1,179.57","405.94M","0.38%"
"1997年10月20日","1,187.37","1,183.74","1,191.04","1,173.56","440.56M","0.92%"
"1997年10月17日","1,176.49","1,155.42","1,180.22","1,153.90","435.09M","2.28%"
"1997年10月16日","1,150.31","1,131.40","1,151.39","1,131.39","321.22M","2.18%"
"1997年10月15日","1,125.78","1,119.11","1,129.65","1,116.43","201.40M","0.70%"
"1997年10月14日","1,117.93","1,116.30","1,118.02","1,105.70","137.84M","-0.17%"
"1997年10月13日","1,119.82","1,136.43","1,138.40","1,117.39","168.27M","-0.97%"
"1997年10月10日","1,130.79","1,121.34","1,131.57","1,120.51","174.53M","0.74%"
"1997年10月9日","1,122.47","1,134.59","1,138.66","1,120.09","180.38M","-1.09%"
"1997年10月8日","1,134.87","1,122.97","1,140.94","1,116.71","243.86M","2.93%"
"1997年10月7日","1,102.57","1,098.29","1,102.71","1,087.02","143.28M","0.33%"
"1997年10月6日","1,098.90","1,100.70","1,105.41","1,091.15","137.48M","0.14%"
"1997年9月30日","1,097.38","1,083.41","1,100.39","1,083.23","176.57M","1.23%"
"1997年9月29日","1,084.07","1,106.34","1,106.34","1,079.34","226.63M","-2.30%"
"1997年9月26日","1,109.63","1,118.69","1,118.94","1,094.42","258.31M","-0.66%"
"1997年9月25日","1,117.01","1,118.37","1,130.13","1,106.25","414.05M","0.63%"
"1997年9月24日","1,110.01","1,064.66","1,110.11","1,064.66","476.08M","6.53%"
"1997年9月23日","1,041.96","1,096.19","1,105.28","1,025.13","411.74M","-5.62%"
"1997年9月22日","1,103.97","1,184.49","1,185.10","1,102.62","281.39M","-6.80%"
"1997年9月19日","1,184.52","1,174.77","1,185.09","1,168.87","192.04M","1.04%"
"1997年9月18日","1,172.37","1,169.67","1,181.75","1,164.64","222.89M","0.41%"
"1997年9月17日","1,167.56","1,188.88","1,191.30","1,162.24","232.01M","-1.66%"
"1997年9月16日","1,187.22","1,182.76","1,193.85","1,181.17","249.71M","0.67%"
"1997年9月15日","1,179.29","1,205.90","1,211.68","1,175.95","341.34M","-2.43%"
"1997年9月12日","1,208.70","1,240.50","1,247.91","1,207.83","414.17M","-2.74%"
"1997年9月11日","1,242.71","1,260.52","1,264.49","1,236.11","686.03M","-1.06%"
"1997年9月10日","1,256.04","1,230.43","1,256.04","1,227.64","524.29M","2.03%"
"1997年9月9日","1,231.03","1,255.18","1,257.93","1,230.44","437.18M","-1.93%"
"1997年9月8日","1,255.23","1,253.14","1,257.55","1,245.74","524.42M","0.29%"
"1997年9月5日","1,251.55","1,250.60","1,253.35","1,241.22","-","0.02%"
"1997年9月4日","1,251.30","1,245.78","1,253.15","1,245.64","523.02M","0.84%"
"1997年9月3日","1,240.82","1,223.62","1,243.33","1,223.46","540.71M","1.18%"
"1997年9月2日","1,226.30","1,228.47","1,232.69","1,215.92","560.06M","-0.29%"
"1997年9月1日","1,229.87","1,224.18","1,230.07","1,219.10","641.89M","0.72%"
"1997年8月29日","1,221.06","1,214.31","1,223.07","1,209.48","681.45M","0.59%"
"1997年8月28日","1,213.89","1,201.06","1,216.08","1,194.67","667.68M","1.28%"
"1997年8月27日","1,198.51","1,195.43","1,199.47","1,188.33","520.24M","0.37%"
"1997年8月26日","1,194.04","1,186.07","1,194.13","1,181.24","537.56M","0.84%"
"1997年8月25日","1,184.10","1,175.44","1,184.33","1,175.38","443.73M","1.05%"
"1997年8月22日","1,171.83","1,159.39","1,174.49","1,156.83","426.55M","0.63%"
"1997年8月21日","1,164.55","1,148.39","1,165.22","1,147.82","392.46M","1.74%"
"1997年8月20日","1,144.64","1,135.05","1,144.65","1,133.74","244.36M","1.04%"
"1997年8月19日","1,132.90","1,134.62","1,143.20","1,128.11","249.49M","-0.15%"
"1997年8月18日","1,134.63","1,139.61","1,139.61","1,116.15","321.45M","-0.74%"
"1997年8月15日","1,143.06","1,174.18","1,174.88","1,133.89","430.59M","-2.14%"
"1997年8月14日","1,168.11","1,120.47","1,168.34","1,120.24","364.35M","4.28%"
"1997年8月13日","1,120.13","1,139.25","1,153.49","1,118.20","324.33M","-2.33%"
"1997年8月12日","1,146.81","1,177.26","1,183.44","1,145.75","384.49M","-3.15%"
"1997年8月11日","1,184.08","1,206.46","1,206.76","1,182.45","492.78M","-1.82%"
"1997年8月8日","1,206.05","1,205.95","1,216.56","1,201.36","675.34M","0.57%"
"1997年8月7日","1,199.24","1,167.93","1,199.24","1,161.63","332.20M","2.33%"
"1997年8月6日","1,171.94","1,196.04","1,197.44","1,170.27","283.96M","-2.03%"
"1997年8月5日","1,196.27","1,203.36","1,207.23","1,193.70","346.69M","-0.34%"
"1997年8月4日","1,200.33","1,196.25","1,201.92","1,188.68","409.88M","0.63%"
"1997年8月1日","1,192.83","1,191.65","1,194.03","1,182.22","313.82M","0.26%"
"1997年7月31日","1,189.76","1,184.94","1,192.20","1,179.71","362.34M","0.88%"
"1997年7月30日","1,179.42","1,157.09","1,179.48","1,157.00","355.68M","2.27%"
"1997年7月29日","1,153.23","1,137.32","1,161.19","1,133.17","293.65M","1.00%"
"1997年7月28日","1,141.78","1,167.81","1,167.88","1,138.47","295.79M","-2.48%"
"1997年7月25日","1,170.86","1,166.57","1,177.65","1,158.14","299.00M","-0.29%"
"1997年7月24日","1,174.22","1,194.70","1,200.31","1,172.37","-","-2.06%"
"1997年7月23日","1,198.86","1,219.06","1,223.82","1,194.70","470.72M","-0.78%"
"1997年7月22日","1,208.25","1,189.12","1,208.26","1,163.47","445.29M","1.23%"
"1997年7月21日","1,193.53","1,215.84","1,218.48","1,188.88","482.37M","-1.35%"
"1997年7月18日","1,209.86","1,199.40","1,210.44","1,191.29","468.07M","1.05%"
"1997年7月17日","1,197.23","1,188.27","1,203.50","1,180.93","446.47M","0.54%"
"1997年7月16日","1,190.83","1,201.60","1,204.86","1,184.44","-","-0.77%"
"1997年7月15日","1,200.11","1,189.47","1,201.21","1,180.19","544.18M","1.21%"
"1997年7月14日","1,185.72","1,163.29","1,185.78","1,158.45","542.62M","2.68%"
"1997年7月11日","1,154.79","1,116.41","1,155.06","1,114.40","386.56M","3.09%"
"1997年7月10日","1,120.15","1,121.26","1,137.87","1,115.21","318.76M","-0.06%"
"1997年7月9日","1,120.84","1,113.64","1,122.67","1,104.09","313.67M","1.01%"
"1997年7月8日","1,109.67","1,092.80","1,115.43","1,066.04","360.53M","1.17%"
"1997年7月7日","1,096.82","1,161.71","1,163.45","1,085.57","344.08M","-5.39%"
"1997年7月4日","1,159.34","1,138.92","1,163.25","1,124.78","434.78M","0.76%"
"1997年7月3日","1,150.62","1,194.68","1,194.68","1,149.94","365.29M","-4.04%"
"1997年7月2日","1,199.06","1,255.91","1,261.57","1,147.33","381.48M","-4.10%"
"1997年6月27日","1,250.27","1,287.92","1,291.98","1,246.93","550.26M","-2.66%"
"1997年6月26日","1,284.46","1,295.11","1,295.15","1,280.85","400.52M","-1.01%"
"1997年6月25日","1,297.59","1,309.34","1,311.20","1,293.35","434.58M","-0.49%"
"1997年6月24日","1,303.93","1,287.18","1,304.05","1,283.72","404.44M","1.59%"
"1997年6月23日","1,283.49","1,313.24","1,322.98","1,265.17","605.65M","-0.60%"
"1997年6月20日","1,291.20","1,244.00","1,292.32","1,244.00","470.95M","4.91%"
"1997年6月19日","1,230.74","1,233.68","1,250.64","1,227.25","302.70M","-0.16%"
"1997年6月18日","1,232.68","1,252.02","1,254.90","1,230.30","321.59M","-1.06%"
"1997年6月17日","1,245.93","1,260.41","1,263.90","1,245.34","353.40M","-1.23%"
"1997年6月16日","1,261.47","1,255.77","1,269.63","1,255.77","470.87M","1.41%"
"1997年6月13日","1,243.98","1,154.98","1,244.24","1,154.97","440.61M","2.57%"
"1997年6月12日","1,212.77","1,224.47","1,229.64","1,211.80","283.55M","-0.62%"
"1997年6月11日","1,220.39","1,239.50","1,244.01","1,175.71","354.43M","-1.72%"
"1997年6月10日","1,241.74","1,278.99","1,285.04","1,239.86","266.40M","-2.60%"
